Country Name;Country Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Libya;LBY;76336325963;91272573963;90820566162;89474543885;93153107854;92994492812;96717953735;1,03514E+11;1,00959E+11;1,03156E+11;1,09374E+11;1,09865E+11;1,10502E+11;1,27351E+11;1,3661E+11;1,57619E+11;1,73041E+11;1,88802E+11;1,92128E+11;1,84807E+11;1,96456E+11;99575929952;1,65767E+11;1,33349E+11;1,12538E+11;1,16941E+11;1,12488E+11;1,21473E+11;1,29305E+11;1,12566E+11;77180930239;90199384483;88656571302;1,01175E+11;1,02993E+11
Luxembourg;LUX;11428408566;12836181941;13367607960;14259298276;15120269082;15658413161;16447823251;17817287972;18800270012;21456887316;24050728709;24787997280;26135003699;27188058615;29636196476;31997220940;37280674291;40861414728;44452842913;43244030112;45801210630;48970848493;51308724181;54838614516;58578323746;61453765784;65980119592;68570197216;70910323891;75250600112;76953191626;87543117439;93643147425;94916112739;1,02181E+11
Senegal;SEN;11681748026;12398041146;12847987580;13331428998;13609610968;14654819909;15224558682;15958773498;17090032849;18420888625;19570436636;20873751077;21212690441;22841550967;24544901105;26405610456;27854350284;29417807070;31094983347;32147815841;33641848600;34793989168;36793686307;37962162530;40387333257;43696523921;46623906158;50051751949;53794440219;59654664272;63008586954;71874343647;79963390334;86367675226;94552533446
Zambia;ZMB;11847622937;12243861471;12306119913;13454122934;12556139092;13190866046;14267657281;15067249044;15177810138;16108375734;17115278099;18431148188;19560983499;21332505255;23446682384;25931543608;28843984822;32099889162;35261852124;38750659226;43260717842;46612238753;49567431317;53546651818;54700785565;54731517892;56043424010;59154463774;61869932576;62232372185;60176229608;68672119765;77401882827;84491503485;90033312820
Macao SAR, China;MAC;9358793439;10029349086;11622122881;12514611675;13325492155;14053235564;14250629786;14455875122;13950146607;13813878396;14938598529;15716133516;17382569351;19789123772;25733025090;28683028483;33526838791;39420173221;41542297796;42331193952;53609658524;66543283703;75587734813;88662888143;90217341072;70022650972;70409197227;78445696793;85476958221;84779825204;39219148014;50626336573;43600459871;79074346817;88119857289
El Salvador;SLV;15423444437;16183269032;17714341896;19189336027;20518666722;21940616241;22523596496;23630976029;24530359387;25415347726;26284209878;27112454179;27966864177;28965452811;30008906876;31779534671;34180345453;35755005602;37229049248;36668754238;37913901082;40156336832;41014930722;43540259026;46245033584;49059658945;52431584609;55705683541;57245624328;60709614751;58560345367;67623210510;74584847418;80003362562;84069963660
Latvia;LVA;19835011573;17923043976;12443673424;12103865595;12633030763;13274046170;13849152801;15348679632;16577660527;17211021266;18563678945;20711190610;22538736238;24173922815;26617288805;29874286353;33330006770;38023909320;40573809685;35465016588;36378873546;38349107132;41691428142;43976591824;45804536136;47733302375;50560278536;53695043702;57464098006;61623338377;62223400359;69560319492;75101731516;78495987719;81699623488
Honduras;HND;10158674299;10153620375;11015759481;12009382381;12291798197;13326246861;13824087507;14709081061;15408416678;15511504664;17019478119;17876613256;18835992942;20081264093;21906446702;23960344228;26321301510;28707391567;30498687000;29940608308;31435174934;33314349144;35002761426;36777848313;40422044600;44760245066;48814099005;53891605879;55011170334;57523228911;54491208505;63827909343;71211813749;76412349804;81041415057
Mali;MLI;7556471288;8729554194;8641110125;9126540360;9673753260;9967547261;10866193889;11587355611;12604798275;13511929774;13809595178;16291753167;17058862546;18981975553;19796498956;21949456345;24131957605;25746209690;27957814119;29433670545;31853450079;33817267481;33967900874;36004914476;39053409334;43326258239;48588600864;51646498098;54874814697;59410075204;59141995695;62603712699;69419933565;75310419237;80991580403
Lao PDR;LAO;4363761390;4705167970;5079954040;5507840000;6084424276;6648776915;7239582550;7870515417;8274750149;9004985810;9742974225;10535332008;11332299880;12257140062;13386972232;14788036347;16558002671;18298564184;20110556743;21752548533;23894264991;26347634541;31166890463;34521998381;38868372117;41395269251;46586124702;50122949867;53366707257;56042601063;58135955846;60225053628;66265586058;71221494500;76049830545
Bosnia and Herzegovina;BIH;4637921321;4346551046;4159443276;4165152998;4727650806;5597528862;8789370034;12216998778;14407138419;16002211476;17250728970;18001354031;19535710615;20549407936;22395126485;24398053620;27916736801;30848838159;33896684162;33729448497;34633887613;36525618037;37145784900;39027289744;39811537890;41689899627;44798625490;46722359238;50324993987;54961732518;54010125838;59338714266;67676711040;71703747015;69522273869
Armenia;ARM;9804759537;8950386613;5327833129;4974157580;5354705604;5844198433;6300253203;6621742395;7184981697;7527115894;8151779326;9135524003;10502118179;12208787869;13853487621;16273869613;18990125434;22176749551;24163709284;20884649142;21603503567;23085520248;27043423650;28572642913;29343064967;29315404013;31629425029;35949453239;38233278957;44365671088;43552758697;47164867557;56893939957;63833326718;69234115091
Burkina Faso;BFA;5192843277;5855373513;6002745551;6357733266;6578873266;7100769816;8027218789;8681454236;9420568438;10260410776;10690983444;11654669660;12350989939;13577548764;14567076341;16325164678;17880926557;19120436926;20619182899;21360854973;23446574734;25515102555;26992067760;29071648205;30284926912;31763609327;36383537964;40632395597;42375183591;46790489893;51134807595;54689652541;59465954759;63429415199;68201683193
Estonia;EST;11731036821;11157556653;8996091939;8680667568;8720407484;9302781760;9752450058;11165373440;11713738135;11694825364;13163087062;14311462708;16092414318;18006762794;19811437601;22540852088;26058600906;29764911797;30490357854;27328535102;28782111932;32724505473;34710887167;36681375664;38652432196;39094673598;42036565381;45458506883;49073092322;53853984376;54074496993;58895787306;64477259538;64116051941;67685292223
Guinea;GIN;5602693987;5943540339;6277825362;6750798732;7168677698;7656217336;8144226204;8713947849;9132996537;9615314263;10079248844;10683238861;11409577516;11780111222;12379970120;13150834368;13717651668;15049832152;15973795088;15891883771;16859245458;18172750158;19549354005;20615455554;21491243356;22706690385;27228620630;33281442968;36138275787;40482435337;44550864730;51260936278;57097045520;62429641817;67563663631
Mongolia;MNG;7302015144;6892683695;6397199493;6341315006;6614952541;7184288884;7479331658;7904782844;8260603887;8634719687;8931513814;9402283756;10000318210;10912071503;12396137238;13712180013;15344468579;17375296735;19286329500;19159108636;20626275494;24691841190;28827895154;30272589127;32298614756;31655860017;32468148776;34940501307;39516811632;44456622358;45560002626;50053145882;56320298556;62677497751;67315454532
Guyana;GUY;2265886845;2484421279;2738168418;3032225989;3361216619;3604354553;3962336484;4279786834;4255216161;4443174972;4481852742;4687235407;4813988685;4877995825;5087480362;5144629330;5575318912;6138165415;6366244374;6636845682;6995502297;7510830549;7930672474;8400150803;8405904168;8656533235;8793308786;9408659458;9848942431;10694269146;13581364400;18646751961;32628001897;45225503512;66408625273
Zimbabwe;ZWE;18281142165;19944848246;18560243487;19199960599;21420932758;21904623306;24616665666;25712419326;26751587606;26908272756;26675976008;27669314926;25600136699;21668903859;20959329554;20381963410;20283232096;20071668571;16843609167;19196782459;23253025533;27101368990;31387948467;34688215407;36277750599;38109087386;40834213265;1,04359E+11;39306151206;49040227035;54509873680;50310711159;57206472522;62427821460;65234986601
Benin;BEN;6264447110;6749974293;7107990709;7701140674;8024491427;8688007424;9229636577;9927215098;10436421095;11149451394;12069905285;12999880782;13814866445;14572733236;15627491675;16393603609;17565614140;19121539965;20444297275;21047481283;21753633405;22860459983;24393778410;26896876069;29454694904;30961687094;33245555033;34745526935;36720416644;40076293091;42407309935;46467947985;52893642974;58278092338;64135878351
Albania;ALB;8725965876;6494971136;6165543580;6915047133;7649103430;8849886431;9673050157;8687454825;9653307059;11033937335;12284832047;13620831625;14767949791;15714336013;16937390278;18112067041;20212730165;22527491885;24961568936;26423570171;28419225351;29846424480;30348654006;30653691164;32696809830;33840534295;35112520545;37368669302;39259416337;42219281243;41182971628;45345719391;54015565957;58388027078;63761192698
Nicaragua;NIC;8235899133;8498305479;8725550610;8897275983;9390558012;10154249905;10996157198;11629481060;12196681250;13239574882;14094810965;14838904568;15183115173;15873159639;17165886759;18462276079;19821995460;21392520308;22553839570;21945744534;23192039228;25165708472;26602665592;28187335292;30743442934;33507510695;36662825386;39320729870;37985543206;38779457708;41191106018;47305035692;52476847103;56772319876;60231278860
Madagascar;MDG;14054716201;13613706026;14088368301;14725165790;15033245439;15606083598;16234135987;17124031732;17994782389;19107008187;20410681394;22118357801;19674988012;22026619586;23808012898;25722276418;27946951444;30343273032;33003976083;31886307059;32473669405;33666784884;34340036475;35522723860;37117789638;38053900319;40755587227;41438402027;42523532550;45498322776;43150154156;46835678114;52260133351;56416214294;60207191111
Chad;TCD;5758169021;6460987565;7136977366;6158363138;6927452087;7160156591;7452704792;8009819077;8662905438;8725502285;8844656667;10098150564;11125855243;13015763525;17860592902;21613361023;22163687246;23755813867;24966163327;24783920529;28545454709;30461038960;32170419376;28891559090;30267066736;34824885498;32044391367;32763179282;35993735512;39237861359;37652981933;43413141700;52506266944;56635362494;60124620441
Mozambique;MOZ;3876487206;4204974221;3974943055;4514346155;4907676297;5116944167;5767947004;6560643834;7322310595;8303449441;8556603916;9873700734;10996611842;12023092301;13359389788;14647954898;16596153907;18349679165;19989637478;21305419652;23004781235;25154428817;26184549692;27901295072;30064933094;34986722840;37700803808;36130431042;38466735958;41503339393;43454882039;46205728911;51660358771;56429069635;58863787008
Kyrgyz Republic;KGZ;11170168417;10630564113;9368256103;8107716053;6617613642;6389911213;6967876606;7790830580;8045555485;8457698762;9120091690;9821712906;9972613784;10884450552;11962539832;12315965410;13089706553;14592873715;16123695426;16691390974;16814571637;18183659161;20283491468;23114163151;24971077860;25086544784;28429771863;31241590663;30789434120;34955978965;34834094213;39301901464;45879594489;51814586970;57864889798
Cyprus;CYP;7735431841;8056167681;9014292992;9292556790;10050938500;11119804824;11449832831;11924412798;12737844673;13501989698;14776622060;16043379009;16716296210;17441292886;18887817587;20504236138;22540358371;25230042648;27398512545;27379234961;27791319508;28424626562;27580570522;26247556264;25720924349;27066559063;30552082854;33018000535;35607200077;39790089303;38672028567;43923040810;51062040030;53042918221;57562539071
Tajikistan;TJK;13943620063;13391690261;9724775693;8322617829;6689753767;5981980137;5074216354;5248470243;5589434109;5878240231;6511801776;7296360378;8209998213;9293019173;10525836908;11583212853;12776250025;14145938229;15557549805;16263992677;17531653706;19217458990;21470286381;23981005942;26555018900;25719495030;25833179136;27412327692;28565171551;32973431253;35623586502;39727222945;45964333259;51570629198;57254340774
Gabon;GAB;11757612734;12898222055;12784496984;13604037704;14410380029;15444299195;16297161148;17529515074;18343022247;16940894456;16998421653;17752302023;17983275721;18750444795;19387429858;20530429169;20569582357;22396190415;22072461365;22237544766;24103571967;26345487004;27000996624;27735514310;29386488339;29199274580;29399527404;31914848308;34140586624;36169088371;33623700959;44025399637;48596848106;51576945114;54611645903
Niger;NER;6124299547;6303585938;6576228696;6753760868;7025909093;7349484060;7491559548;7737152662;8604376012;8706977050;8796601714;9648418941;10280284057;10710799713;11038836390;12219683990;13343624936;14135852907;15522168135;15924423036;17500575092;18282764962;20722563498;21071366592;22315918541;23372915804;24586198438;25897150477;28311897040;32566723570;35501317684;38850574078;46573248098;49053754856;54470927080
Rwanda;RWA;4047688797;4079357918;4417349465;4155375490;2111522283;2915153009;3346881456;3876124899;4266919480;4515619866;5004467698;5551320709;6381302688;6650605420;7338080449;8277897288;9320536567;10303793752;11674507626;12480466164;13558663650;14939706887;15752362607;16775811479;19065160590;20727872755;22245840208;24012956928;26543175894;29845483475;29854116562;36505744034;42300132774;47437550806;52904129982
Botswana;BWA;7805485973;8671329801;9127649888;9523045976;10079246883;11014047093;11869540564;13079511381;13285188710;14775672599;15410718626;15797204965;17016408872;18155068538;19147727996;20647947079;23064920596;25062054310;26375667015;22784700973;25395370567;27691773329;26303970534;28558577960;32587870647;31162419272;36266220082;35589435395;36293825139;37220081094;36179872025;43131382325;48741318383;52115142883;51779485613
Papua New Guinea;PNG;6636625576;7516082468;8751992503;10590266618;11459111503;11311837624;12409769800;12130888659;11804858002;12194053549;12159159062;12417865875;12590800157;13117239567;13836515284;15175777705;16490093335;18260499667;18557148783;19941353583;22227994799;22937846466;24453122387;25820522088;29828194890;32085428349;34168434981;36009673548;36731754152;39010933636;38277259228;39820324163;45094122324;48497108861;51703809951
Trinidad and Tobago;TTO;8612212473;9180573279;10337494266;10511717213;11119141565;11784787156;12856714603;14062292626;15375674027;16844585171;18414986312;19614552541;21500303544;25090943425;27814044185;30467245570;35555034981;38254469953;40314012463;38781259247;40557013590;41271904854;42570297061;42557597455;43086668717;40254444954;38222751752;38670271303;38982018421;40174163570;36714254092;41607493862;45056280789;47343724130;49288895346
North Macedonia;MKD;11033540069;10702794254;10228023049;9688393322;9721284633;9814471742;10112592691;10435109668;10937100175;11547072366;12467297223;12314477116;12919294864;13368277065;14577821274;15987113957;17729889080;19113502069;21537235534;22577165165;23342986400;24064094439;24558758914;26269704512;27776051422;28759477965;31372563321;32582642853;34872106944;37942140168;37052260243;40681504692;44084717529;44581273725;47648935134
Moldova;MDA;20531255151;17829490052;12929180912;13076816773;9229018605;9290607152;8904685470;9207437232;8701778415;8527671452;8904650399;9660570037;10575928938;11496523304;12679294797;14057611967;15186699782;16066091172;17652937905;16696108706;18098844324;19546989102;20750685233;23541379306;24700278844;26084243384;28945251499;31001699470;32129614588;35735831416;35646566427;40707659297;41603848486;43618128786;44718897540
Congo, Rep.;COG;8181388861;8660669804;9089401098;9213691382;8893500368;9441835599;10027210025;10136392429;10633422673;10505434343;11557321035;12266930680;13028347253;13393614579;14231948894;15816589850;17606451725;16887417171;18298291842;20553711139;22869548224;23856263886;28717951831;28335651924;28527635282;24035779101;20973960926;23783312192;30668141086;32125052983;27446361623;36903988991;40118334632;42354479276;44497676672
Brunei Darussalam;BRN;17921687474;19067044678;18892985664;19218257779;19823465687;20511782181;20881599199;22589252780;21322422326;22545500772;23857328686;24752160202;26132586771;27603457274;28375370614;29263918756;31402712554;31039593167;30403543327;30009758596;31207137897;33043605269;35387298720;34227281358;33850747328;26475996782;24234121680;26683717611;28522807709;30701487003;31223413950;35346624879;37250061034;39025627136;41648164901
Malawi;MWI;6410072363;7205388186;6829178160;7668613469;7030306344;8378455954;9156093760;9667211209;10156652111;10613744873;11025237006;10712639073;11064057834;11926235759;12910787914;13750850278;14841124507;16706556971;18329372046;19978329414;21611136729;23144997068;22999500003;25181923451;25024588184;23972522500;24755675040;24899003391;25268494147;27587532192;29563756336;33831623933;36577488742;38610812097;40266877391
Mauritius;MUS;5302418751;5724876028;6236678105;6708972332;7135639903;7597624459;8169034862;8782529622;9420496636;9803249315;10847667515;11463230002;11829366608;12777697016;13689455399;14369647699;15533506795;16868057829;18119239840;18835367365;19898752965;21137404891;21663830470;22944243659;24046750508;25271892595;27385974518;28581043971;29194635199;30417972160;26999298653;28793361693;33527657824;36473533933;39108930780
Malta;MLT;3569596938;3921198209;4198689095;4490803747;4845890019;5261287629;5567634447;5918643926;6248507151;6549502445;7103720793;7246287600;7734077578;8296648090;8654828607;8976185853;9412880643;10173218051;10911545503;11041175018;11984407547;12249115250;12901661431;14077424410;15261041157;17048724115;18634286620;21376244916;23313166926;25896969590;25768258954;29433654077;32126739375;34869883002;38690522256
Mauritania;MRT;4040954731;4252311548;4430725302;4802161269;4754577304;5330945209;5744419727;5607128252;5827650394;6127206514;6020496212;6106841806;6287417870;6855760842;7373310008;8255919837;10070769271;10139902985;10301051550;10374730883;10775959019;11457213191;12539868164;14306348182;14875055357;15775044971;19136599347;22539620071;23550299208;25064433258;26408154183;27635403695;31617666981;34886849205;37588430732
Haiti;HTI;15095040162;15898994835;15397845129;14907486585;13406213163;15042028578;15951672045;16665637505;17220641048;17937656673;18503583100;18855377740;19349795916;20418643036;20691393742;21995769796;23075131413;24815757913;25966205177;27665301315;26419005242;28338743512;28499373299;31101506421;31905357620;31841589930;34719284269;36124687052;35046384798;35947134170;34891691693;35658760080;37558509107;38184773699;37477453598
Namibia;NAM;5306693289;5934133855;6505711499;6554721981;6810488168;7224392378;7591428680;8048229364;8406572289;8812782498;9327139077;9649500148;10268715463;10915420257;12584232426;13307073392;14687700518;15896336615;16631951661;16784063685;18013988183;19321711402;20550227216;21847544465;23966035324;24849167508;24880312287;24787610435;25396298134;25469883811;25525198218;27287889638;30811603933;33338484197;35411935194
Equatorial Guinea;GNQ;273843663,3;280210534,6;386174865,3;438945895,6;523047695,2;627393538,2;1064245681;2706202413;3387232896;4316766986;5218606640;8718135555;10576779293;12290755429;17417184474;20971910438;23284349080;27569927684;33102869199;33754473546;31115770393;33829572382;38819917942;37572294948;38043505840;28320531412;25110506259;28802412248;29763387484;27476690018;23476322656;29585328380;32716287050;32168599847;33245374422
Jamaica;JAM;11521456518;12487377433;13021707421;14585698253;15103217255;15782245338;16052903144;16143493119;15943810190;16338833649;16855762170;17467104336;18092832501;19126479087;19900797155;20708227646;21965707098;22883875381;23135445418;22266634916;22208837625;23059255171;23214929063;24023892587;24397287651;25182384150;26411115827;27651386384;28300462384;28468528877;25451633088;27176946494;30634742220;32563744658;33111437467
Iceland;ISL;5598639941;5775035056;5707359074;5919382970;6263970915;6402775818;6660262548;7284697334;7870929434;8198700509;8375093030;9086333221;9375292904;9467640392;10402862044;11074925910;12060170222;12921528405;13879915595;13333310873;12647987098;13059433954;13471498420;14378252059;15058763610;16280817030;17939410955;19106258173;20174853794;21822649369;20447442734;22951036649;28049039292;30156746997;31664276580
Togo;TGO;4439300422;4557304674;4475612868;3890053989;4568382817;5030110340;5574808233;6486275773;6408319918;6660293056;6757797630;6966861585;7345864620;7994296098;8128928446;7992593755;8457418597;8584474485;9102986199;9658654582;10348358489;11176899996;11682939063;12497168116;13473941586;14404273148;15189500689;15997658425;17071648257;18743273071;20432437141;22881375789;25924518421;28578384314;30820719452
Somalia, Fed. Rep.;SOM;;3196142640;2991496642;3184613047;2672117737;2837012928;3121397464;3212707603;3462797042;3768802848;4128217444;4521310704;4941920819;5424016437;5965908467;6590462096;7234365833;7927778186;8621462134;9255348423;9994942776;10884050228;12497699432;12154103353;15043200412;18520522054;21071187606;23819083389;23976304650;24817512990;24216384567;24049850384;26467106676;28575608117;30429157390
Sierra Leone;SLE;5800107037;6137285334;5083677190;5275710863;5283425673;4962679794;5142164695;4923418038;5067621969;5037611643;5494453617;5261673086;6760740234;7548040798;8253190498;8882533947;9548637954;10175086580;10753417039;10985371003;11825553291;13047238199;15180106235;18132893194;18992888503;18016747684;18985500633;18458970769;19947639783;20916106902;21532775188;23085417016;26045397866;28523326333;30381570305
Fiji;FJI;3057554962;3075609780;3337586112;3489474515;3745744773;3919888351;4183251604;4161771056;4263254858;4704059443;4728835182;4932020172;5168940690;5323701730;5756604336;5978659773;6277201051;6392422701;6582878726;6531676713;6806390339;7134734867;7646151649;8253358875;9829197068;10778358104;11015803386;11778089335;12130548809;12094688035;10279861871;9795237652;12570554289;14002772366;14890504165
Eswatini;SWZ;2807272095;2953298542;3118050706;3291104521;3442072394;3683826993;3895394971;4085519830;4239019797;4425864390;4605786407;4759168539;5044821451;5344036678;5686613580;6216737892;6792457077;7285915484;7487313103;7651396257;8038185567;8388385351;8717061582;9303890261;9508092286;9592033992;9757468697;9944607527;9979139798;10911800833;11089502959;12000822910;13000358552;13932070261;14645762517
Maldives;MDV;1017631082;1067223263;1164358702;1258192126;1384642341;1597250635;1754312843;1934431770;2102781091;2264235684;2404575740;2361756431;2572787195;2984325954;3246149994;2973722872;3789796520;4170136725;4632025845;4271869073;4617173541;5129171221;5411041265;6106704771;6916720150;7653295112;8320672193;9059366712;10360598102;11255471307;6741118651;9834087309;11991813789;13010501268;14009213969
Suriname;SUR;2678193506;2843521587;2919954588;2788892863;2945288231;3007041750;3092714578;3325371428;3440087305;3439925148;3591720896;3826844332;3995130088;4330668917;4825129980;5200358636;5671305389;6122697611;6499240326;6736402000;7170692978;7746725932;8543540171;9202587589;9549802478;9622189492;8507962996;10430160138;10704591610;11976970718;10376871438;11405269573;12512408103;13291848753;13999818895
Burundi;BDI;3341974403;3627634055;3747776547;3597206497;3533299258;3321676919;3111889882;3115220514;3299867398;3312763466;3358775149;3505009079;3717749557;3744756275;4031332237;4195152423;4558645468;4843776400;5177129801;5407669584;5753853444;6109378664;6434109701;7175647231;7822936123;8809630119;8676714934;8759744161;8935565006;9549333186;9923498550;10847771569;11836036574;12588790451;13343073380
Liberia;LBR;1748971487;1550909690;1029705163;706514749,9;564563098,1;551809812,3;630022666,9;1322020679;1740724350;2149171527;2826791044;2974850450;3134763219;2233017927;2353140547;2555093117;2845755598;3201556695;3496422550;3704460178;3978191716;4393239184;5059406068;6080102164;6475698206;6245654130;7087452920;8073192529;8899159431;9580659050;8545642458;8095196891;9089317747;9857427644;10579672532
Gambia, The;GMB;1486411781;1584424655;1675284097;1766651123;1807157606;1861318596;1937539929;2067528417;2163941394;2335015318;2519242916;2725374631;2677775682;2918238592;3207980822;3230757094;3311885364;3505132467;3796168816;4074185716;4367340722;4095033765;4218609873;4221821465;4185554930;4427516234;4596488156;4775616329;5465023571;5949796066;6366827515;7155630814;8086871862;8779798182;9508853052
Bermuda;BMU;2068931683;2063302184;2109061167;2224009319;2285116527;2435661678;2544751276;2707711381;2844929976;2982784270;3334556050;3655898958;3657845332;3857284208;4052955585;4250016553;4623961353;4908105012;4909322336;4661665611;4600224451;4519405327;4401060438;4546789584;4573359854;4819676018;5102072630;5447424723;5488075615;5832740628;5481895565;5968282122;6807865903;7399642886;7738130439
Lesotho;LSO;1382711467;1529057872;1672693666;1772441137;1918539102;2023226631;2175581042;2295062171;2356542358;2401266219;2550829821;2701162149;2762993887;2946017813;3076437173;3282873967;3527263619;3774547162;4059772691;4033598930;4297759286;4588922382;4661713348;5219948224;5764436176;6386751308;6268088274;5649078944;5747871433;5674505764;5721443976;5755132494;6312660805;6659272959;7008693666
Central African Republic;CAF;1781707624;1831783984;1753170790;1800743915;1929312915;2111588545;2064234891;2211121275;2341065142;2459663882;2452761382;2619965169;2756903877;2659592507;2894838239;3012720151;3253799664;3495935181;3636486381;3973116133;4207624657;4474567487;4897034572;3295437289;3231436576;3559349379;3893548336;4236556480;4419174297;4869757045;5359843443;5769272622;6208645631;6477079364;6735836124
Guinea-Bissau;GNB;802402814,3;871845030,6;901521952,9;942271661,5;993187544,3;1058628103;1203058146;1303351534;1022164894;1210939006;1251994643;1341455004;1412078756;1435840348;1491730323;1639425115;1735045771;1827670101;1947171585;2007141164;2145408523;2366706434;2315038823;2401201175;2534913687;3090468073;3342056307;3907712652;3955763486;4401364261;4651372626;5113853514;5784423379;6260059860;6720047739
Timor-Leste;TLS;521048755,3;596384217,6;673775394,2;760133027,8;831662484,3;905830464,9;996042886,9;1053747832;1044278772;683595120,4;1105092170;1314742004;1245667674;1242540622;1281057493;1360657465;1344884866;1523119268;1729365752;1916592415;2120905058;2293643876;2707989841;2973246949;3380077842;3745031233;4164913919;4334794317;4544057140;5927904535;8131467056;9214418303;7843625022;6653072514;6664784682
Barbados;BRB;2862928876;2844320323;2743534936;2830839469;2949420932;3071907845;3252537281;3465457866;3635065443;3698842299;3950848950;3944249543;4037082697;4206347334;4380433119;4696478448;5135204147;5383993122;5522489627;5277763799;5223435780;5292206732;4967435168;4999266451;4941377803;4967346925;5036587067;5014752559;5207517103;5275547370;4457727484;4425161020;5586046010;6023965380;6404076765
Belize;BLZ;819064249;946517922,4;1091335344;1185777488;1210856334;1245304990;1282130597;1359476744;1428239880;1584964655;1819268793;1953132525;2090535194;2337883566;2515527394;2651984342;2857099678;3032907162;3039342498;3046182781;3117550616;3174088035;3098710710;3250377139;3311260718;3398772050;3428786071;3404254285;3622682735;4063289991;3758836239;4616637500;5423194808;5682898282;6294776297
Andorra;AND;1310131885;1388922115;1433773796;1452619189;1518993228;1593606272;1698236547;1884167760;1966215055;2075776156;2197696492;2429638531;2579571697;2859201638;3174958698;3451259351;3728768818;3889274660;3743831887;3567168968;3539214038;3611940400;3496180920;3429540495;3576657555;3661620792;3833543205;3915698821;4152298790;4395348448;4031176208;4649508749;5457407403;5799854947;6140390670
Cabo Verde;CPV;392118599,5;411071432,1;466425301,5;519061637,7;631840378,8;736765678;835381892,8;944270626,8;1074408389;1211895682;1416386647;1480599873;1582561152;1681202609;1902455066;2097735411;2335068853;2762175354;3013570388;2986566391;3078374146;3265194483;3234562964;3261480005;3287510389;3470693995;3767658154;4070196658;4064409366;4444817984;3526877323;3970664151;4927702546;5380239593;5911044393
St. Lucia;LCA;958222550,8;994349400,8;1097892682;1130470982;1173065896;1218599261;1277175599;1290181690;1386700032;1443880515;1477307041;1459090175;1487935173;1582019145;1742624518;1789889460;1959394599;2046523143;2189194267;2140384715;2173546036;2314377079;2320160606;2428896995;2508124115;2510450379;2688565161;2844567884;3085990649;3324021510;2658092446;3409978231;4397900558;4656839899;4955061818
Seychelles;SYC;622431372,6;661243641;724824607,7;796196703,9;793382976,9;813946629,8;911715858,8;1040526382;1078183420;1113910040;1187592257;1186753669;1219812768;1170665972;1167879581;1312972127;1480770424;1655883380;1641779267;1610948499;1703983497;1904526850;1965962288;2022705630;2282561394;2376133657;2727776637;2939950359;3105218261;3340635866;3057830378;2975737695;3593088409;3806479822;4033634641
Comoros;COM;616155996,9;602623386,8;668937539,5;705378845,5;682424023,6;721885804,9;725606605,4;767866656,2;786455135,2;812933027,7;921531120,3;964263687,3;1002015276;1043295534;1091916953;1158108658;1225422797;1268692183;1344404020;1440444475;1527947032;1651294242;1825883022;1971983806;2090119635;2143329246;2328363278;2532916585;2549756540;2605735932;2616330804;2821917778;3108308932;3318845024;3514286025
Antigua and Barbuda;ATG;819608596,2;865771251,7;895759895,3;965408471;1051852685;1027086737;1114970754;1196252709;1266931123;1332498766;1447217180;1412500912;1449186283;1567598183;1702588349;1869648421;2172230129;2438910773;2485553313;2201706021;2053740262;2055053749;2008004316;1916318723;1923668371;1876287100;1918178442;1938005691;2229888664;2425768091;2054603458;2377570792;2779062289;2948949156;3150959939
Grenada;GRD;455099745,1;477009219,2;483726983,7;485492969,1;504256860,9;525792724;559181891,6;597354064,1;675066615,3;731847002,6;785007409,9;786437834,1;826111531;922148126,2;940814495,6;1099133929;1087761180;1185644561;1219939433;1146288151;1154288424;1187112475;1192607537;1270986764;1395680066;1515375643;1609230218;1736355202;1848147435;1907436735;1670787843;1785107390;2052376386;2225731370;2363736937
Solomon Islands;SLB;419692327,6;459918668,8;530140279,5;564414576,7;623159696,6;700411749,3;724717058,3;730475717,9;748225494,3;755127828,3;661981252,6;623029784;614995816,1;668048893,4;738721774,1;817942284,4;878058873,7;934672062,4;1011994076;1047400863;1163051301;1275243267;1331023521;1424577978;1466625069;1505046895;1603745491;1682669411;1768482075;1829103726;1790742947;1920525664;2106879008;2240672979;2353128857
St. Vincent and the Grenadines;VCT;442817650;462991490,1;503744644,5;537605411,1;542233848,7;596599196,8;615345866,1;647897929;681977547;710373471,6;738371807,3;768196754;821810266,4;894111156,3;955933884,5;1010441612;1114482104;1182713539;1210378945;1201060076;1161310870;1178083969;1194845820;1257054508;1304999923;1324041018;1435017819;1434420869;1541347209;1597875533;1587736725;1666116701;1840427498;2008208590;2140311608
Samoa;WSM;363150143,2;366796231,9;374404722;398993748,2;397153665;432541077,8;472080364,5;483311007,6;499470138,8;517608189,7;556292193;610854565;655408983,7;703187363,5;744389691,6;818700829,6;861942275,8;889596896,9;938981358;939655191,2;1009325357;1069800076;1049051692;1068050014;1093822437;1146480554;1249779115;1290050365;1311559076;1392558354;1367201018;1328426325;1347620477;1524676298;1708678659
